"","datetime","light","twilight","interp","excluded"
"324","2011-06-24T22:04:00.000Z",49,0,FALSE,FALSE
"325","2011-06-24T22:14:00.000Z",49,0,FALSE,FALSE
"326","2011-06-24T22:24:00.000Z",63,0,FALSE,FALSE
"327","2011-06-24T22:34:00.000Z",83,0,FALSE,FALSE
"328","2011-06-24T22:44:00.000Z",83,0,FALSE,FALSE
"329","2011-06-24T22:54:00.000Z",60,0,FALSE,FALSE
"330","2011-06-24T23:04:00.000Z",60,0,FALSE,FALSE
"331","2011-06-24T23:14:00.000Z",102,0,FALSE,FALSE
"332","2011-06-24T23:24:00.000Z",71,0,FALSE,FALSE
"333","2011-06-24T23:34:00.000Z",110,0,FALSE,FALSE
"334","2011-06-24T23:44:00.000Z",69,0,FALSE,FALSE
"335","2011-06-24T23:54:00.000Z",101,0,FALSE,FALSE
"336","2011-06-25T00:04:00.000Z",110,0,FALSE,FALSE
"337","2011-06-25T00:14:00.000Z",110,0,FALSE,FALSE
"338","2011-06-25T00:24:00.000Z",127,0,FALSE,FALSE
"339","2011-06-25T00:34:00.000Z",105,0,FALSE,FALSE
"340","2011-06-25T00:44:00.000Z",105,0,FALSE,FALSE
"341","2011-06-25T00:54:00.000Z",127,0,FALSE,FALSE
"342","2011-06-25T01:04:00.000Z",127,0,FALSE,FALSE
"343","2011-06-25T01:14:00.000Z",127,0,FALSE,FALSE
"344","2011-06-25T01:24:00.000Z",127,0,FALSE,FALSE
"345","2011-06-25T01:34:00.000Z",127,0,FALSE,FALSE
"346","2011-06-25T01:44:00.000Z",127,0,FALSE,FALSE
"347","2011-06-25T01:54:00.000Z",127,0,FALSE,FALSE
"348","2011-06-25T02:04:00.000Z",127,0,FALSE,FALSE
"349","2011-06-25T02:14:00.000Z",127,0,FALSE,FALSE
"350","2011-06-25T02:24:00.000Z",127,0,FALSE,FALSE
"351","2011-06-25T02:34:00.000Z",127,0,FALSE,FALSE
"352","2011-06-25T02:44:00.000Z",127,0,FALSE,FALSE
"353","2011-06-25T02:54:00.000Z",127,0,FALSE,FALSE
"354","2011-06-25T03:04:00.000Z",127,0,FALSE,FALSE
"355","2011-06-25T03:14:00.000Z",127,0,FALSE,FALSE
"356","2011-06-25T03:24:00.000Z",127,0,FALSE,FALSE
"357","2011-06-25T03:34:00.000Z",127,0,FALSE,FALSE
"358","2011-06-25T03:44:00.000Z",127,0,FALSE,FALSE
"359","2011-06-25T03:54:00.000Z",127,0,FALSE,FALSE
"360","2011-06-25T04:04:00.000Z",89,0,FALSE,FALSE
"361","2011-06-25T04:14:00.000Z",89,0,FALSE,FALSE
"362","2011-06-25T04:24:00.000Z",121,0,FALSE,FALSE
"363","2011-06-25T04:34:00.000Z",121,0,FALSE,FALSE
"364","2011-06-25T04:44:00.000Z",121,0,FALSE,FALSE
"365","2011-06-25T04:54:00.000Z",121,0,FALSE,FALSE
"366","2011-06-25T05:04:00.000Z",121,0,FALSE,FALSE
"367","2011-06-25T05:14:00.000Z",121,0,FALSE,FALSE
"368","2011-06-25T05:24:00.000Z",90,0,FALSE,FALSE
"369","2011-06-25T05:34:00.000Z",127,0,FALSE,FALSE
"370","2011-06-25T05:44:00.000Z",61,0,FALSE,FALSE
"371","2011-06-25T05:54:00.000Z",61,0,FALSE,FALSE
