datetime,light,twilight,interp,excluded
2010-07-30T16:44:30.000Z,64,0,FALSE,FALSE
2010-07-30T16:54:30.000Z,64,0,FALSE,FALSE
2010-07-30T17:04:30.000Z,64,0,FALSE,FALSE
2010-07-30T17:14:30.000Z,64,0,FALSE,FALSE
2010-07-30T17:24:30.000Z,64,0,FALSE,FALSE
2010-07-30T17:34:30.000Z,64,0,FALSE,FALSE
2010-07-30T17:44:30.000Z,64,0,FALSE,FALSE
2010-07-30T17:54:30.000Z,64,0,FALSE,FALSE
2010-07-30T18:04:30.000Z,64,0,FALSE,FALSE
2010-07-30T18:14:30.000Z,64,0,FALSE,FALSE
2010-07-30T18:24:30.000Z,64,0,FALSE,FALSE
2010-07-30T18:34:30.000Z,64,0,FALSE,FALSE
2010-07-30T18:44:30.000Z,64,0,FALSE,FALSE
2010-07-30T18:54:30.000Z,64,0,FALSE,FALSE
2010-07-30T19:04:30.000Z,64,0,FALSE,FALSE
2010-07-30T19:14:30.000Z,64,0,FALSE,FALSE
2010-07-30T19:24:30.000Z,64,0,FALSE,FALSE
2010-07-30T19:34:30.000Z,64,0,FALSE,FALSE
2010-07-30T19:44:30.000Z,64,0,FALSE,FALSE
2010-07-30T19:54:30.000Z,64,0,FALSE,FALSE
2010-07-30T20:04:30.000Z,64,0,FALSE,FALSE
2010-07-30T20:14:30.000Z,64,0,FALSE,FALSE
2010-07-30T20:24:30.000Z,64,0,FALSE,FALSE
2010-07-30T20:34:30.000Z,64,0,FALSE,FALSE
2010-07-30T20:44:30.000Z,64,0,FALSE,FALSE
2010-07-30T20:54:30.000Z,64,0,FALSE,FALSE
2010-07-30T21:04:30.000Z,64,0,FALSE,FALSE
2010-07-30T21:14:30.000Z,64,0,FALSE,FALSE
2010-07-30T21:24:30.000Z,64,0,FALSE,FALSE
2010-07-30T21:34:30.000Z,64,0,FALSE,FALSE
2010-07-30T21:44:30.000Z,64,0,FALSE,FALSE
2010-07-30T21:54:30.000Z,64,0,FALSE,FALSE
2010-07-30T22:04:30.000Z,64,0,FALSE,FALSE
2010-07-30T22:14:30.000Z,64,0,FALSE,FALSE
2010-07-30T22:24:30.000Z,64,0,FALSE,FALSE
2010-07-30T22:34:30.000Z,64,0,FALSE,FALSE
2010-07-30T22:44:30.000Z,64,0,FALSE,FALSE
2010-07-30T22:54:30.000Z,64,0,FALSE,FALSE
2010-07-30T23:04:30.000Z,64,0,FALSE,FALSE
2010-07-30T23:14:30.000Z,64,0,FALSE,FALSE
2010-07-30T23:24:30.000Z,64,0,FALSE,FALSE
2010-07-30T23:34:30.000Z,64,0,FALSE,FALSE
2010-07-30T23:44:30.000Z,64,0,FALSE,FALSE
2010-07-30T23:54:30.000Z,64,0,FALSE,FALSE
